Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
03.01.2021 7:00:00,028467//,О082ХМ152,Гидравлические станции (мастерские),Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,19192,19210,49,41,,,,,,,,,,
03.01.2021 7:00:00,028468//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,37052,37080,155,140,,,,,,,,,,
03.01.2021 7:00:00,028469//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,27218,27218,,,,,,,,,,,,
03.01.2021 7:00:00,028470//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,31845,31906,36,21,,,,,,,,,,
03.01.2021 7:00:00,"029267***""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,99490,99490,,,,,,,,,,,,
03.01.2021 7:00:00,"029432***""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,85427,85488,101,179,,100,,,,,,,,
03.01.2021 7:00:00,"029531***""",С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,37361,37398,242,230,37,,,,,,,,,
03.01.2021 7:00:00,"029539***""",О079ХМ152,Гидравлические станции (мастерские),Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,27053,27079,57,45,,,,,,,,,,
03.01.2021 7:00:00,029573*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,63795,63795,,,,,,,,,,,,
03.01.2021 7:00:00,"029707***""",О016АВ152,АСМ,Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,45107,45136,38,31,,,,,,,,,,
03.01.2021 7:00:00,"029721***""",К218ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,99241,99278,67,56,,,,,,,,,,
03.01.2021 7:00:00,"029737***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,293389,293477,20,34,,30,,,,,,,,
03.01.2021 7:00:00,"582***""",2046НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,03.01.2021 7:00:00,03.01.2021 19:00:00,1016,1020,53,33,,,,,,,,,,
03.01.2021 7:30:00,002362//,2044НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,03.01.2021 7:30:00,03.01.2021 16:30:00,701,704,29,14,,,,,,,,,,
03.01.2021 7:30:00,"029626***""",Р208РК152,"Автофургон с электролабораторией г/м до 3,5тн",Водитель,03.01.2021 7:30:00,03.01.2021 16:30:00,36282,36301,45,41,19,,,,,,,,,
03.01.2021 7:30:00,"029632***""",Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 7:30:00,03.01.2021 19:50:00,22851,22889,27,26,,,,,,,,,,
03.01.2021 7:30:00,"029632***""",Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 7:30:00,03.01.2021 19:50:00,22851,22889,123,111,38,,,,,,,,,
03.01.2021 7:40:00,"029549***""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 7:40:00,03.01.2021 19:50:00,23913,23952,17,16,,,,,,,,,,
03.01.2021 7:40:00,"029549***""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 7:40:00,03.01.2021 19:50:00,23913,23952,93,80,39,,,,,,,,,
03.01.2021 19:00:00,"000241***""",6806НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,11236,11243,75,44,,,,,,,,,,
03.01.2021 19:00:00,000294*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,5773,5773,,,,,,,,,,,,
03.01.2021 19:00:00,000295*,0651НУ52,Тракторы с навесным оборудованием (щетка),Водитель,03.01.2021 19:00:00,03.01.2021 23:59:00,318,321,80,72,,,,,,,,,,
03.01.2021 19:00:00,000338*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,8255,8255,,,,,,,,,,,,
03.01.2021 19:00:00,002443//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,12120,12125,84,60,,,,,,,,,,
03.01.2021 19:00:00,006003//,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,22877,22882,69,55,,,,,,,,,,
03.01.2021 19:00:00,006004//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,19679,19679,,,,,,,,,,,,
03.01.2021 19:00:00,006005//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,15611,15613,147,127,,,,,,,,,,
03.01.2021 19:00:00,009723//,С988АМ152,Автокраны до 16 тонн,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,18127,18141,204,188,,,,,,,,,,
03.01.2021 19:00:00,010084*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,5968,5968,,,,,,,,,,,,
03.01.2021 19:00:00,"012600***""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,82781,82868,30,14,,,,,,,,,,
03.01.2021 19:00:00,013535//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,383449,383594,27,27,,30,,,,,,,,
03.01.2021 19:00:00,028440//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,384097,384117,10,46,,40,,,,,,,,
03.01.2021 19:00:00,028471//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,328584,328636,31,21,,,,,,,,,,
03.01.2021 19:00:00,028473//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,37080,37139,140,114,,,,,,,,,,
03.01.2021 19:00:00,028474//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,27218,27283,34,33,,,,,,,,,,
03.01.2021 19:00:00,028474//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,27218,27283,341,320,65,,,,,,,,,
03.01.2021 19:00:00,028475//,О082ХМ152,Гидравлические станции (мастерские),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,19210,19210,,,,,,,,,,,,
03.01.2021 19:00:00,028476//,О173АК152,АСМ,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,39381,39381,,,,,,,,,,,,
03.01.2021 19:00:00,028477//,С315ВО152,Подпиточные машины,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,4440,4440,,,,,,,,,,,,
03.01.2021 19:00:00,028519//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,31906,31939,21,12,,,,,,,,,,
03.01.2021 19:00:00,028520//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,80638,80686,46,37,,,,,,,,,,
03.01.2021 19:00:00,029575*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,63795,63795,,,,,,,,,,,,
03.01.2021 19:00:00,"029659***""",О079ХМ152,Гидравлические станции (мастерские),Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,27079,27103,45,34,,,,,,,,,,
03.01.2021 19:00:00,"029708***""",О016АВ152,АСМ,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,45136,45136,,,,,,,,,,,,
03.01.2021 19:00:00,"029711***""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,85488,85530,179,163,,,,,,,,,,
03.01.2021 19:00:00,"029738***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,293477,293540,34,23,,,,,,,,,,
03.01.2021 19:00:00,"029744***""",С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,37398,37475,2,1,,,,,,,,,,
03.01.2021 19:00:00,"029744***""",С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,37398,37475,230,205,77,,,,,,,,,
03.01.2021 19:00:00,"029779****""",К218ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,03.01.2021 19:00:00,04.01.2021 7:00:00,99278,99336,56,39,,,,,,,,,,
04.01.2021 0:00:00,000189*,0651НУ52,Тракторы с навесным оборудованием (щетка),Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,321,326,72,109,,50,,,,,,,,
04.01.2021 7:00:00,"000242***""",6806НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,11243,11250,44,13,,,,,,,,,,
04.01.2021 7:00:00,"000298***""",2046НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,1020,1022,33,23,,,,,,,,,,
04.01.2021 7:00:00,000310*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,5773,5773,,,,,,,,,,,,
04.01.2021 7:00:00,000339*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,8255,8258,75,97,,30,,,,,,,,
04.01.2021 7:00:00,006006//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,12125,12132,60,27,,,,,,,,,,
04.01.2021 7:00:00,006007//,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,19679,19681,80,74,,,,,,,,,,
04.01.2021 7:00:00,006038//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,15613,15615,127,107,,,,,,,,,,
04.01.2021 7:00:00,009724//,С988АМ152,Автокраны до 16 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,18141,18158,188,183,,,,,,,,,,
04.01.2021 7:00:00,009745//,С770СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,5485,5523,207,183,,,,,,,,,,
04.01.2021 7:00:00,010063*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,5968,5968,,,,,,,,,,,,
04.01.2021 7:00:00,028441//,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,384117,384166,46,34,,,,,,,,,,
04.01.2021 7:00:00,028478//,С315ВО152,Подпиточные машины,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,4440,4440,,,,,,,,,,,,
04.01.2021 7:00:00,028480//,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,80686,80735,37,45,,20,,,,,,,,
04.01.2021 7:00:00,028481//,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,328636,328795,21,22,,30,,,,,,,,
04.01.2021 7:00:00,028482//,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,31939,31955,12,46,,40,,,,,,,,
04.01.2021 7:00:00,028483//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,27283,27332,33,32,,,,,,,,,,
04.01.2021 7:00:00,028483//,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,27283,27332,320,384,49,80.02,,,,,,,,
04.01.2021 7:00:00,028484//,О173АК152,АСМ,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,39381,39396,36,27,,,,,,,,,,
04.01.2021 7:00:00,028485//,О082ХМ152,Гидравлические станции (мастерские),Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,19210,19231,41,31,,,,,,,,,,
04.01.2021 7:00:00,028486//,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,37139,37193,114,184,,100,,,,,,,,
04.01.2021 7:00:00,"029054***""",К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,82868,83006,14,19,,30,,,,,,,,
04.01.2021 7:00:00,"029268***""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,99490,99490,,,,,,,,,,,,
04.01.2021 7:00:00,"029529****""",С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,37475,37546,205,182,71,,,,,,,,,
04.01.2021 7:00:00,"029709***""",О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,85530,85605,163,135,,,,,,,,,,
04.01.2021 7:00:00,"029717***""",К218ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,99336,99356,39,32,,,,,,,,,,
04.01.2021 7:00:00,"029739***""",К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,293540,293660,23,26,,25,,,,,,,,
04.01.2021 7:00:00,029756*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,63795,63795,,,,,,,,,,,,
04.01.2021 7:00:00,"029781***""",О016АВ152,АСМ,Водитель,04.01.2021 7:00:00,04.01.2021 19:00:00,45136,45166,31,85,,60,,,,,,,,
04.01.2021 7:30:00,"029627***""",Р208РК152,"Автофургон с электролабораторией г/м до 3,5тн",Водитель,04.01.2021 7:30:00,04.01.2021 17:30:00,36301,36358,41,67,57,40,,,,,,,,
04.01.2021 7:30:00,"029681****""",Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,04.01.2021 7:30:00,04.01.2021 19:30:00,23952,24032,80,54,80,,,,,,,,,
04.01.2021 7:45:00,"029497***""",Р071ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,04.01.2021 7:45:00,04.01.2021 20:00:00,22889,22927,111,99,38,,,,,,,,,
04.01.2021 19:00:00,"000265***""",6806НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,04.01.2021 19:00:00,05.01.2021 7:00:00,11250,11255,13,81,,90,,,,,,,,
04.01.2021 19:00:00,000311**,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,04.01.2021 19:00:00,05.01.2021 7:00:00,5773,5774,35,30,,,,,,,,,,
04.01.2021 19:00:00,000340*,62-09НН52,Тракторы с навесным оборудованием (насос),Водитель,04.01.2021 19:00:00,05.01.2021 7:00:00,8258,8263,97,133,,50,,,,,,,,
04.01.2021 19:00:00,003764//,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,04.01.2021 19:00:00,05.01.2021 7:00:00,383594,383664,27,14,,,,,,,,,,
