Дата,Номер,ТранспортноеСредство,Колонна,Водитель,ДатаВыезда,ДатаВозвращения,СпидометрВыезда,СпидометрВозвращения,ОстатокПриВыезде,ОстатокПриВозвращении,Пробег,Выдано,Сдано,ПробегПоGPS,ОстатокПриВыездеGPS,ОстатокПриВозвращенииGPS,ВыданоGPS,ВсегоЗаправокGPS,СданоGPS,ВсегоСливовGPS
17.03.2021 7:30:00,031491*,Р033ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,17.03.2021 7:30:00,17.03.2021 16:30:00,18979,19054,56,38,,,,74,,,,,,
17.03.2021 7:30:00,031503*,Р064ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,17.03.2021 7:30:00,17.03.2021 16:10:00,12581,12609,50,38,28,,,28.5,30.48,29.55,,,,
17.03.2021 7:30:00,031507*,Р354РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,17.03.2021 7:30:00,17.03.2021 16:30:00,24343,24357,70,67,,,,14.6,8.76,6.41,,,,
17.03.2021 7:30:00,031512*,Р996ОТ152,АСМ,Водитель,17.03.2021 7:30:00,17.03.2021 16:00:00,11020,11028,105,87,,,,8.2,123,111,,,,
17.03.2021 7:30:00,031518*,О840ХМ152,"Автофургон с электролабораторией г/м от 3,5тн",Водитель,17.03.2021 7:30:00,17.03.2021 16:00:00,30459,30498,91,138,,60,,39.4,28.85,79,63,,,
17.03.2021 7:30:00,490,6808НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,17.03.2021 7:30:00,17.03.2021 19:30:00,13372,13381,90,51,,,,26.5,78,42.67,,,,
17.03.2021 12:00:00,001471/2,7895АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,17.03.2021 12:00:00,17.03.2021 16:30:00,3083,3087,48,78,,50,,8.9,118,106,,,,
17.03.2021 19:00:00,001841*,7193НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,5498,5501,58,43,,,,8.8,70,58,,,,
17.03.2021 19:00:00,001852*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,5958,5959,35,30,,,,3.7,45.79,43.19,,,,
17.03.2021 19:00:00,001864*,5914НР52,Тракторы с навесным оборудованием (насос),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,1984,1984,,,,,,,,,,,,
17.03.2021 19:00:00,006694*,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,23172,23172,,,,,,,,,,,,
17.03.2021 19:00:00,006695//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,16133,16139,98,39,,,,18.1,127,71,,,,
17.03.2021 19:00:00,006696//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,12951,12960,130,91,,,,76.9,108,48.94,,,,
17.03.2021 19:00:00,006697*,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,20049,20051,58,73,,20,,8.4,77,91,21.05,,,
17.03.2021 19:00:00,010044*,С988АМ152,Автокраны до 16 тонн,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,20093,20093,,,,,,,76,76,,,,
17.03.2021 19:00:00,014895*,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,393445,393481,35,25,,,,33.6,42.8,33.21,,,,
17.03.2021 19:00:00,015463*,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,86175,86210,23,13,,,,33.6,31.79,21.81,,,,
17.03.2021 19:00:00,015480*,Р765СЕ152,АСМ,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,11756,11781,73,63,,,,26.9,77,68,,,,
17.03.2021 19:00:00,015565*,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,388957,388973,30,25,,,,15.3,39.65,35.56,,,,
17.03.2021 19:00:00,015589*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,32486,32531,19,18,,,,44.8,50,45.8,,,,
17.03.2021 19:00:00,015589*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,32486,32531,440,457,45,35.91,,44.8,50,45.8,,,,
17.03.2021 19:00:00,015591*,О173АК152,АСМ,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,42537,42557,70,63,,,,17.6,72,63,,,,
17.03.2021 19:00:00,"015592***""",С315ВО152,Подпиточные машины,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,5469,5469,,,,,,,,,,,,
17.03.2021 19:00:00,015593*,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,37941,37959,33,25,,,,18.2,,,,,,
17.03.2021 19:00:00,015594*,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,42701,42829,79,114,,100,,127.1,157,208,102,,,
17.03.2021 19:00:00,015595*,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,338246,338312,23,8,,,,62.6,51,36.67,,,,
17.03.2021 19:00:00,015596*,О082ХМ152,Гидравлические станции (мастерские),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,21155,21155,,,,,,,30.2,30.2,,,,
17.03.2021 19:00:00,030286*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,44403,44483,23,22,,,,80.7,35.73,22.24,,,,
17.03.2021 19:00:00,030286*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,44403,44483,218,187,80,,,80.7,35.73,22.24,,,,
17.03.2021 19:00:00,031317*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,63929,63929,,,,,,,,,,,,
17.03.2021 19:00:00,031318*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,6436,6436,,,,,,,,,,,,
17.03.2021 19:00:00,031330*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,113308,113342,38,27,,,,33.9,25.4,13.12,,,,
17.03.2021 19:00:00,031341*,О079ХМ152,Гидравлические станции (мастерские),Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,29247,29247,,,,,,,88,86,,,,
17.03.2021 19:00:00,031452*,О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,92667,92692,114,99,,,,23.7,159,145,,,,
17.03.2021 19:00:00,031454*,О016АВ152,АСМ,Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,48211,48241,42,33,,,,28.6,39.48,32.5,,,,
17.03.2021 19:00:00,031523*,К362ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,305432,305555,27,32,,30,,118.3,30.07,32.1,31.8,,,
17.03.2021 19:00:00,031539*,К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,17.03.2021 19:00:00,18.03.2021 7:00:00,95224,95284,25,14,,,,59.7,30.06,18.16,,,,
18.03.2021 7:00:00,001842*,7193НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,5501,5506,43,68,,50,,23.2,58,85,49.32,,,
18.03.2021 7:00:00,001853*,7194НР52,Тракторы с навесным оборудованием (баровая),Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,5959,5961,30,19,,,,39.1,43.19,27.26,,,,
18.03.2021 7:00:00,002564//,6807НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,12960,12968,91,134,,80,,41.7,48.94,103,84,,,
18.03.2021 7:00:00,006698*,62-90НК52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,23172,23176,96,85,,,,19.4,111,97,,,,
18.03.2021 7:00:00,006700*,5913НР52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,20051,20054,73,65,,,,9.3,91,85,,,,
18.03.2021 7:00:00,006701//,6810НР52,"Экскаваторы-погрузчики ковши: 1куб.м/ 0,5 куб.м",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,16139,16143,39,149,,150,,15.9,71,197,157,,,
18.03.2021 7:00:00,010043//,С770СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,8169,8210,172,142,,,,41.3,184,156,,,,
18.03.2021 7:00:00,010045*,С988АМ152,Автокраны до 16 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,20093,20139,123,110,,,,44.9,76,49.58,,,,
18.03.2021 7:00:00,014911//,С968АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,13359,13368,9,8,,,,13.8,10.5,11.17,,,,
18.03.2021 7:00:00,014911//,С968АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,13359,13368,64,61,9,,,13.8,10.5,11.17,,,,
18.03.2021 7:00:00,015307*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,32531,32540,18,17,,,,9.5,45.8,35.98,,,,
18.03.2021 7:00:00,015307*,Р103ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,32531,32540,457,449,9,,,9.5,45.8,35.98,,,,
18.03.2021 7:00:00,015464*,О351АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,86210,86234,13,35,,30,,22.2,21.94,44.69,29.82,,,
18.03.2021 7:00:00,015610*,К352ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,393481,393561,25,32,,25,,17,33.21,47.12,24.88,,,
18.03.2021 7:00:00,015611**,К357ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,388973,389029,25,30,,20,,53.5,35.63,40.96,22.54,,,
18.03.2021 7:00:00,015613*,С032АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,42829,42933,114,69,,,,104.5,208,171,,,,
18.03.2021 7:00:00,015614//,С315ВО152,Подпиточные машины,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,5469,5602,64,32,,13,,70.5,,,,,,
18.03.2021 7:00:00,015618*,О173АК152,АСМ,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,42557,42598,63,49,,,,37.4,63,49.69,,,,
18.03.2021 7:00:00,015619//,Р358РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,19467,19502,171,157,35,,,32.2,6.19,6.31,,,,
18.03.2021 7:00:00,015620*,О082ХМ152,Гидравлические станции (мастерские),Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,21155,21189,19,50,,40,,32.5,30.2,62,43.56,,,
18.03.2021 7:00:00,015621*,К360ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,338312,338379,8,23,,30,,64.5,36.67,54,31.47,,,
18.03.2021 7:00:00,015622*,Р765СЕ152,АСМ,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,11781,11833,63,48,,,,51.6,68,51,,,,
18.03.2021 7:00:00,015623*,О799АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,37959,38052,25,34,,30,,91.9,,,,,,
18.03.2021 7:00:00,"031067***""",К356ОР152,Бортовые а/м г/п до 10 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,101426,101486,56,40,,,,51.8,56,44.01,,,,
18.03.2021 7:00:00,031264*,С963АМ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,44483,44534,187,165,51,,,50.9,22.24,21.65,,,,
18.03.2021 7:00:00,031291*,К355ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,95284,95374,14,28,,30,,84.8,17.94,28.14,27.35,,,
18.03.2021 7:00:00,031319*,А742УА152,Бортовые а/м г/п до 10 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,6436,6512,181,250,,100,,75.5,67,135,97,,,
18.03.2021 7:00:00,031320*,К856СХ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,63929,63929,,,,,,0.2,51,51,,,,
18.03.2021 7:00:00,031322*,С517АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:00:00,18.03.2021 16:30:00,35425,35500,151,132,75,,,68.9,,,,,,
18.03.2021 7:00:00,031331*,О352АЕ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн (с.)",Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,113342,113417,27,60,,50,,67.9,13.12,49.94,47.99,,,
18.03.2021 7:00:00,031342*,О079ХМ152,Гидравлические станции (мастерские),Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,29247,29276,59,48,,,,29,86,79,,,,
18.03.2021 7:00:00,031451*,О540УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,92692,92787,99,159,,100,,93.9,145,216,103,,,
18.03.2021 7:00:00,031455*,О016АВ152,АСМ,Водитель,18.03.2021 7:00:00,18.03.2021 19:00:00,48241,48269,33,24,,,,26.2,32.5,16.73,,,,
18.03.2021 7:20:00,000509*,К358ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:20:00,18.03.2021 16:10:00,266533,266568,33,24,,,,32,42.68,34.49,,,,
18.03.2021 7:20:00,010022*,К982РС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,18.03.2021 7:20:00,18.03.2021 16:30:00,122175,122255,64,45,,,,73.5,56,39.71,,,,
18.03.2021 7:20:00,031352*,Р053ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:10:00,21911,21954,179,188,43,20,,42.4,86,85,,,,
18.03.2021 7:20:00,031352*,Р053ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:10:00,21911,21954,198,196,,,,42.4,86,85,,,,
18.03.2021 7:20:00,031360*,С590РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:15:00,4334,4372,46,45,,,,31.5,,,,,,
18.03.2021 7:20:00,031360*,С590РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:15:00,4334,4372,24,82,38,70.5,,31.5,,,,,,
18.03.2021 7:20:00,031414*,С352НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 17:30:00,12227,12305,115,96,,,,76.2,,,,,,
18.03.2021 7:20:00,031501*,С358НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:30:00,6256,6278,105,99,22,,,21.9,,,,,,
18.03.2021 7:20:00,031501*,С358НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:20:00,18.03.2021 16:30:00,6256,6278,113,111,,,,21.9,,,,,,
18.03.2021 7:30:00,000103*,С121АМ152,Автобусы,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,10375,10434,322,305,59,,,60.1,,,,,,
18.03.2021 7:30:00,000577**,Р691ТС152,Автовышки до 22 метров,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,6012,6034,87,71,,,,20.6,78,66,,,,
18.03.2021 7:30:00,001472*,7895АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,3087,3095,78,39,,,,56.8,105,57,,,,
18.03.2021 7:30:00,001723*,62-75НК52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,3659,3663,75,64,,,,14.6,86,74,,,,
18.03.2021 7:30:00,001781*,2041АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,4641,4648,112,80,,,,21.7,76,53,,,,
18.03.2021 7:30:00,001785*,0651НУ52,Тракторы с навесным оборудованием (щетка),Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,500,504,195,182,,,,2.5,97,89,,,,
18.03.2021 7:30:00,001847*,7894АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,2638,2646,82,77,,40,,43.8,81,81,37.46,,,
18.03.2021 7:30:00,"001856***""",2045НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,1019,1023,98,78,,,,29.3,101,80,,,,
18.03.2021 7:30:00,001875*,7415АА52,Тракторы с навесным оборудованием (рубильная),Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,854,854,,,,,,,,,,,,
18.03.2021 7:30:00,001891*,5914НР52,Тракторы с навесным оборудованием (насос),Водитель,18.03.2021 7:30:00,18.03.2021 15:30:00,1984,1989,65,51,,,,10.2,65,55,,,,
18.03.2021 7:30:00,001901*,2046НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,1378,1386,86,113,,66.66,,41.6,59,91,66,,,
18.03.2021 7:30:00,001910*,7192НР52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,11485,11492,62,131,,100,,40,67,132,98,,,
18.03.2021 7:30:00,002534*,2044НТ52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,916,921,37,112,,100,,26.4,25.29,104,101,,,
18.03.2021 7:30:00,006530*,3419АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,4004,4010,99,73,,,,22.3,63,37.06,,,,
18.03.2021 7:30:00,006554*,3418АА52,"Экскаваторы-погрузчики ковши: 1 куб.м/0,25 куб.м",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,2550,2554,83,65,,,,10,84,68,,,,
18.03.2021 7:30:00,"009845****""",Р027ТК152,Автокраны до 25 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,10487,10487,,,,,,,,,,,,
18.03.2021 7:30:00,009849*,К817НС152,Манипуляторы бортовые г/п до 5 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,101937,101982,72,57,,,,41.2,58,48.8,,,,
18.03.2021 7:30:00,009854*,С780СА152,Манипуляторы бортовые г/п до 5 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,6368,6404,160,131,,,,36.7,186,166,,,,
18.03.2021 7:30:00,009987*,К816НС152,Автокраны до 25 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,43572,43610,192,171,,,,37.6,183,155,,,,
18.03.2021 7:30:00,015076*,Р766ТК152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,23574,23598,104,190,,100,,23.5,102,194,100,,,
18.03.2021 7:30:00,015294*,С034АР152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:10:00,22997,23025,151,132,,,,27.5,211,192,,,,
18.03.2021 7:30:00,015302*,Р212ТН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,25227,25282,81,160,,100,,54.7,59,139,100,,,
18.03.2021 7:30:00,015441*,Р066ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,19998,20030,120,111,,,,31.9,,,,,,
18.03.2021 7:30:00,015494*,С587МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,10733,10762,117,98,,,,29.1,126,113,,,,
18.03.2021 7:30:00,015585*,К217ОТ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,159692,159716,19,9,,,,,,,,,,
18.03.2021 7:30:00,030364*,Р212СС152,АСМ,Водитель,18.03.2021 7:30:00,18.03.2021 12:30:00,13468,13479,41,32,,,,11,28.2,23.1,,,,
18.03.2021 7:30:00,030783*,О581УН152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,44837,44859,171,157,,,,21.4,175,167,,,,
18.03.2021 7:30:00,031046*,Р221СС152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:15:00,30991,31078,82,144,,100,,80.2,205,178,,,,
18.03.2021 7:30:00,031078*,С536АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:30:00,18.03.2021 18:00:00,32494,32598,127,129,104,20,,101.4,48.8,28.92,,,,
18.03.2021 7:30:00,031078*,С536АМ152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:30:00,18.03.2021 18:00:00,32494,32598,168,166,,,,101.4,48.8,28.92,,,,
18.03.2021 7:30:00,031084*,К359ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:30:00,18.03.2021 15:30:00,144690,144741,46,35,,,,48.9,38.82,28.65,,,,
18.03.2021 7:30:00,031132*,Р716СЕ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,30357,30403,115,92,,,,41.8,140,117,,,,
18.03.2021 7:30:00,031142*,Р211СС152,АСМ,Водитель,18.03.2021 7:30:00,18.03.2021 16:15:00,15399,15432,70,58,,,,31.3,76,67,,,,
18.03.2021 7:30:00,031233*,О800АВ 152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,38768,38825,24,13,,,,53.6,35.49,25.04,,,,
18.03.2021 7:30:00,031246*,О191ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:15:00,31909,31964,6,58,,70,,54.5,16.12,70,69,,,
18.03.2021 7:30:00,031253*,С309НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 15:50:00,7808,7860,108,125,52,30,,50.3,,,,,,
18.03.2021 7:30:00,031253*,С309НС152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 15:50:00,7808,7860,79,75,,,,50.3,,,,,,
18.03.2021 7:30:00,031257*,Р342РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,15403,15416,32,29,13,,,13,24.38,25.55,,,,
18.03.2021 7:30:00,031257*,Р342РЕ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,15403,15416,119,186,,70,,13,24.38,25.55,,,,
18.03.2021 7:30:00,031370*,С482МУ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,16941,16941,,,,,,,,,,,,
18.03.2021 7:30:00,031387*,С010РМ152,АСМ,Водитель,18.03.2021 7:30:00,18.03.2021 19:00:00,4089,4112,90,81,,,,22.9,74,67,,,,
18.03.2021 7:30:00,031399*,О221ХМ152,"АРТК с оборудованием на базе а/м г/м от 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,24160,24185,18,11,,,,24.4,83,74,,,,
18.03.2021 7:30:00,031404*,Р049ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:00:00,18.03.2021 19:30:00,27834,27890,18,73,56,73.22,,55.6,85,85,34.03,,,
18.03.2021 7:30:00,031419*,К539СЕ152,"Тягачи седельные 9-13,5м г/п до 20 тон",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,91245,91245,,,,,,0.2,163,158,,,,
18.03.2021 7:30:00,031424*,К364ОР152,"Автомобили грузопассажирские г/п до 3,5 тн 5 мест",Водитель,18.03.2021 7:30:00,18.03.2021 16:10:00,107408,107455,41,30,,,,45.3,37.75,29.08,,,,
18.03.2021 7:30:00,031430*,Р061ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 17:00:00,12629,12656,47,46,,,,22.8,8.86,8.71,,,,
18.03.2021 7:30:00,031430*,Р061ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 17:00:00,12629,12656,98,89,27,,,22.8,8.86,8.71,,,,
18.03.2021 7:30:00,031435*,О172АК152,АСМ,Водитель,18.03.2021 7:30:00,18.03.2021 15:30:00,46394,46431,93,83,,,,36.3,61,52,,,,
18.03.2021 7:30:00,031439*,С990АМ152,Самосвалы для перевозки грузов весом до 15 тонн,Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,21725,21845,103,139,,100,,120.4,126,180,95,,,
18.03.2021 7:30:00,031443*,Р038ТК152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:30:00,21452,21494,23,63,,50,,40,,,,,,
18.03.2021 7:30:00,031460*,С605РХ152,"АРТК с оборудованием на базе а/м г/м до 3,5тн",Водитель,18.03.2021 7:30:00,18.03.2021 16:00:00,5266,5311,88,73,45,,,45.3,,,,,,
